1gram	Number
Терешкова	402
Африканович	402
Вавич	402
ДРА	402
бойню	401
каше	401
прибавит	401
НПФ	401
поручается	401
заливали	401
Вячеславом	401
лошадиные	401
сверкающим	401
безнадежный	401
запоминания	401
авторитетного	401
стабильной	401
243	401
сопротивлялись	401
плешивый	401
11-м	401
двойном	401
бесплодные	401
усиленную	401
радикальным	401
праздные	401
скромны	401
тематику	401
удивленным	401
студенческую	401
злоумышленников	401
срочном	401
перевелись	401
капризная	401
приглушенный	401
отраслью	401
Джульетты	401
257	401
военно-морской	401
информатики	401
незабвенный	401
лают	401
продавцу	401
переживу	401
разразиться	401
беленький	401
забитый	401
упирались	401
